status,offer_id,title,brand_id,service_id,currency,unit_price,available_qty,inventory_value,has_inventory,created_at,updated_at,created_iso,updated_iso,age_days,description,seller_id,relation_id,region_id,edit_url
live,G1737379832719WN,Global - Official poe2 client key early access [0 point],lgc_game_27013,f6a1aba5-473a-4044-836a-8968bbab16d7,USD,15.3,8,122.4,true,1737379832719,1778616678585,2025-01-20T13:30:32.719Z,2026-05-12T20:11:18.585Z,477,"1. I created new account with your email and active the key
2. I can give the key and you can active it by yourself.
* please records a videos when you active the key
redeeme key in the link: poe_web_com/shop/redeem-key

This is a Path of Exile 2 early access key, not a Steam key. After redeeming the Path of Exile 2 early access key, you will receive a Steam or Epic Games key. You can then activate it with your account, but it may not work due to regional restrictions. 
You can make a purchase even if I am not online. I will receive an email notification on my phone shortly after you make your purchase.",1001814582,429de98f-62de-400b-966f-369b10bc0c36,,https://www.g2g.com/offers/G1737379832719WN/edit
live,G1764633461808WC,[Steam] MARVEL Cosmic Invasion,lgc_game_39300,f6a1aba5-473a-4044-836a-8968bbab16d7,USD,15,9,135,true,1764633461826,1778358936098,2025-12-01T23:57:41.826Z,2026-05-09T20:35:36.098Z,162,"Product Includes:
- A Steam account with the game purchased via wallet code.
- Access to the original email address (including the initial welcome email).
- Full ability to change credentials: Email, Phone Number, and Password.
- Private Account: This is not shared; it is sold exclusively to one owner.",1001814582,046c54c8-cf79-4c74-99d2-96434c653597,,https://www.g2g.com/offers/G1764633461808WC/edit
live,G1761797497758ME,New Steam Account - hotmail,lgc_game_35634,f6a1aba5-473a-4044-836a-8968bbab16d7,USD,14,4,56,true,1761797497773,1778358936099,2025-10-30T04:11:37.773Z,2026-05-09T20:35:36.099Z,194,"By purchasing this product, you will receive:
- A Steam account with the game 【Titan Quest II】
- No bans, 0 hours in-game
- Account region: Viet Nam
- Original email: Outlook - Microsoft email
- Can be changed: [Email | Phone number | Password]
- This is not a shared account; it is sold to one person only!",1001814582,011005c1-9043-4da9-b52a-9cb14fb9834a,,https://www.g2g.com/offers/G1761797497758ME/edit
live,G1764900307288LZ,[STEAM] Assetto Corsa EVO,lgc_game_35656,f6a1aba5-473a-4044-836a-8968bbab16d7,USD,14.6,9,131.4,true,1764900307312,1778358936098,2025-12-05T02:05:07.312Z,2026-05-09T20:35:36.098Z,159,"By purchasing this product, you will receive:
- A Steam account with the game
- No bans, 0 hours in-game
- Original email
- Can be changed: [Email | Phone number | Password]
- This is not a shared account; it is sold to one person only!",1001814582,bba2e448-bb1f-4a76-a368-1d4f5c69f52f,,https://www.g2g.com/offers/G1764900307288LZ/edit
live,G1762918024370FI,[STEAM] Grounded 2,lgc_game_37681,f6a1aba5-473a-4044-836a-8968bbab16d7,USD,15,100,1500,true,1762918024393,1778358936099,2025-11-12T03:27:04.393Z,2026-05-09T20:35:36.099Z,181,"By purchasing this product, you will receive:
- A Steam account with the game
- No bans
- Original email
- Can be changed: [Email | Phone number | Password]
- This is not a shared account; it is sold to one person only!",1001814582,e01f42c8-dde5-4cdf-80c1-d2a01539a04d,,https://www.g2g.com/offers/G1762918024370FI/edit
live,G1764212823936CM,[STEAM] Of Ash and Steel,lgc_game_38015,f6a1aba5-473a-4044-836a-8968bbab16d7,USD,12,9,108,true,1764212823954,1778358936099,2025-11-27T03:07:03.954Z,2026-05-09T20:35:36.099Z,167,"By purchasing this product, you will receive:
- A Steam account with the game
- No bans, 0 hours in-game
- Original email
- Can be changed: [Email | Phone number | Password]
- This is not a shared account; it is sold to one person only!",1001814582,fad1295c-3b43-4992-aeac-5313d7f5815e,,https://www.g2g.com/offers/G1764212823936CM/edit
live,G1769905391881LD,[STEAM] Half Sword | 0H Played | Offer ends 13 February 2026,lgc_game_39435,f6a1aba5-473a-4044-836a-8968bbab16d7,USD,7.9,99,782.1,true,1769905391903,1778358936098,2026-02-01T00:23:11.903Z,2026-05-09T20:35:36.098Z,101,"By purchasing this product, you will receive:
- A Steam account with the game
- No bans, 0 hours in-game
- Original email
- Can be changed: [Email | Phone number | Password]
- This is not a shared account; it is sold to one person only!",1001814582,610ce32b-f95d-48d4-a4d7-e17e1683571f,,https://www.g2g.com/offers/G1769905391881LD/edit
live,G1768311168090HS,[STEAM] Quarantine Zone: The Last Check | 0H Played | Original Microsoft email,lgc_game_39733,f6a1aba5-473a-4044-836a-8968bbab16d7,USD,7.7,0,0,false,1768311168108,1778358936098,2026-01-13T13:32:48.108Z,2026-05-09T20:35:36.098Z,119,"By purchasing this product, you will receive:
- A Steam account with the game
- No bans, 0 hours in-game
- Original email
- Can be changed: [Email | Phone number | Password]
- This is not a shared account; it is sold to one person only!",1001814582,7fd131f5-aed3-4ddb-a6ac-feee26532556,,https://www.g2g.com/offers/G1768311168090HS/edit
live,G1769820244629LH,[STEAM] Project: Gorgon | 0H Played,lgc_game_39937,f6a1aba5-473a-4044-836a-8968bbab16d7,USD,8.49,99,840.51,true,1769820244648,1778358936098,2026-01-31T00:44:04.648Z,2026-05-09T20:35:36.098Z,102,"By purchasing this product, you will receive:
- A Steam account with the game
- No bans, 0 hours in-game
- Original email
- Can be changed: [Email | Phone number | Password]
- This is not a shared account; it is sold to one person only!",1001814582,3829a7e9-0d41-46ed-bbe9-b95f4ab7c03a,,https://www.g2g.com/offers/G1769820244629LH/edit
live,G1762214831388OH,[STEAM] MISERY | 0H Played,lgc_game_39046,f6a1aba5-473a-4044-836a-8968bbab16d7,USD,6.3,9,56.699999999999996,true,1762214831426,1778358936099,2025-11-04T00:07:11.426Z,2026-05-09T20:35:36.099Z,190,"By purchasing this product, you will receive:
- A Steam account with the game
- No bans, 0 hours in-game
- Original email
- Can be changed: [Email | Phone number | Password]
- This is not a shared account; it is sold to one person only!",1001814582,70ef208e-acee-41e0-9a01-37e8bc65ff5d,,https://www.g2g.com/offers/G1762214831388OH/edit
live,G1765157418265GR,[Steam] Geometry Dash | 0H Played | Microsoft email,lgc_game_34469,f6a1aba5-473a-4044-836a-8968bbab16d7,USD,3.5,8,28,true,1765157418283,1778358936098,2025-12-08T01:30:18.283Z,2026-05-09T20:35:36.098Z,156,"By purchasing this product, you will receive:
- A Steam account with the game
- No bans, 0 hours in-game
- Original email
- Can be changed: [Email | Phone number | Password]
- This is not a shared account; it is sold to one person only!",1001814582,0d97fb03-4965-44bf-bbaf-36adfa34c1be,,https://www.g2g.com/offers/G1765157418265GR/edit
live,G1768175727530BI,[STEAM] Dome Keeper | 0H Played,lgc_game_37282,f6a1aba5-473a-4044-836a-8968bbab16d7,USD,3.47,9,31.23,true,1768175727548,1778358936098,2026-01-11T23:55:27.548Z,2026-05-09T20:35:36.098Z,121,"By purchasing this product, you will receive:
- A Steam account with the game
- No bans, 0 hours in-game
- Original email
- Can be changed: [Email | Phone number | Password]
- This is not a shared account; it is sold to one person only!",1001814582,953b2722-4fce-4417-b430-4facbd7af3ba,,https://www.g2g.com/offers/G1768175727530BI/edit
live,G1764128589801GC,Risk of Rain 2 - Lifetime guarantee,lgc_game_27402,f6a1aba5-473a-4044-836a-8968bbab16d7,USD,2.95,0,0,false,1764128589812,1778358936099,2025-11-26T03:43:09.812Z,2026-05-09T20:35:36.099Z,167,"By purchasing this product, you will receive:
- A Steam account with the game
- No bans, 0 hours in-game
- Original email
- Can be changed: [Email | Phone number | Password]
- This is not a shared account; it is sold to one person only!",1001814582,d8ada04a-f6b4-4700-a07f-23809cfa0e00,,https://www.g2g.com/offers/G1764128589801GC/edit
live,G1766205412015YJ,[STEAM] Dead Island 2 | 0H Played,lgc_game_32021,f6a1aba5-473a-4044-836a-8968bbab16d7,USD,30.1,99,2979.9,true,1766205412033,1778358936098,2025-12-20T04:36:52.033Z,2026-05-09T20:35:36.098Z,143,"By purchasing this product, you will receive:
- A Steam account with the game
- No bans, 0 hours in-game
- Original email
- Can be changed: [Email | Phone number | Password]
- This is not a shared account; it is sold to one person only!",1001814582,afb7d897-51e3-4f09-9803-e6e0e0fdf386,,https://www.g2g.com/offers/G1766205412015YJ/edit
live,G1766205494380FW,[STEAM]  Detroit: Become Human | 0H Played,lgc_game_34160,f6a1aba5-473a-4044-836a-8968bbab16d7,USD,17.49,9,157.41,true,1766205494403,1778358936098,2025-12-20T04:38:14.403Z,2026-05-09T20:35:36.098Z,143,"By purchasing this product, you will receive:
- A Steam account with the game
- No bans, 0 hours in-game
- Original email
- Can be changed: [Email | Phone number | Password]
- This is not a shared account; it is sold to one person only!",1001814582,56988aab-85d3-4111-9f3d-569abb839e59,,https://www.g2g.com/offers/G1766205494380FW/edit
live,G1764639720301ME,[STEAM] Euro Truck Simulator 2,lgc_game_29891,f6a1aba5-473a-4044-836a-8968bbab16d7,USD,9.26,10,92.6,true,1764639720319,1778358936098,2025-12-02T01:42:00.319Z,2026-05-09T20:35:36.098Z,162,"By purchasing this product, you will receive:
- A Steam account with the game
- No bans, 0 hours in-game
- Original email
- Can be changed: [Email | Phone number | Password]
- This is not a shared account; it is sold to one person only!",1001814582,54f48584-570b-4b79-9ef7-51e2b92f0ffd,,https://www.g2g.com/offers/G1764639720301ME/edit
live,G1777971474698VW,[[GGG] Date created: 2026 04 Global client new account with original hotmail,lgc_game_19398,f6a1aba5-473a-4044-836a-8968bbab16d7,USD,0.4,0,0,false,1777971474704,1778358936098,2026-05-05T08:57:54.704Z,2026-05-09T20:35:36.098Z,7,"Platform: Client
Condition: The user has never logged in and has no blocks. Do not ask for the IP address during the first login in-game.
There is no connection to third-party services like Steam, Xbox, or PSN.
There are no restrictions.
Delivery should be fast and reliable.",1001814582,d7ff3fbe-8598-4665-8bcd-45525b1f25c5,,https://www.g2g.com/offers/G1777971474698VW/edit
live,G1776246753043QL,[STEAM] Windrose | 0H Played,lgc_game_40739,f6a1aba5-473a-4044-836a-8968bbab16d7,USD,12.9,100,1290,true,1776246753081,1778358936098,2026-04-15T09:52:33.081Z,2026-05-09T20:35:36.098Z,27,"By purchasing this product, you will receive:
- A Steam account with the game
- No bans, 0 hours in-game
- Original email
- Can be changed: [Email | Phone number | Password]
- This is not a shared account; it is sold to one person only!",1001814582,4641efc6-0fd6-4eb3-803c-ae6e5e652146,,https://www.g2g.com/offers/G1776246753043QL/edit
live,G1774931954835LM,"Witch, Level 65+, full passives, 2 lab, guarantee, hotmail",lgc_game_19398,f6a1aba5-473a-4044-836a-8968bbab16d7,USD,11,10,110,true,1774931954873,1778358936098,2026-03-31T04:39:14.873Z,2026-05-09T20:35:36.098Z,42,"► No build and items
► All acts completed, all quests for passive points closed, 2 lab
► Leveled up manually
► Other characters still available
► Not linked to any third party (steam/xbox/epic)",1001814582,d7ff3fbe-8598-4665-8bcd-45525b1f25c5,,https://www.g2g.com/offers/G1774931954835LM/edit
live,G1774931946316BL,"Ranger, Level 65+, full passives, 2 lab, guarantee, hotmail",lgc_game_19398,f6a1aba5-473a-4044-836a-8968bbab16d7,USD,11,10,110,true,1774931946339,1778358936098,2026-03-31T04:39:06.339Z,2026-05-09T20:35:36.098Z,42,"► No build and items
► All acts completed, all quests for passive points closed, 2 lab
► Leveled up manually
► Other characters still available
► Not linked to any third party (steam/xbox/epic)",1001814582,d7ff3fbe-8598-4665-8bcd-45525b1f25c5,,https://www.g2g.com/offers/G1774931946316BL/edit
live,G1774931944356BY,"Duelist, Level 65+, full passives, 2 lab, guarantee, hotmail",lgc_game_19398,f6a1aba5-473a-4044-836a-8968bbab16d7,USD,11,10,110,true,1774931944379,1778358936098,2026-03-31T04:39:04.379Z,2026-05-09T20:35:36.098Z,42,"► No build and items
► All acts completed, all quests for passive points closed, 2 lab
► Leveled up manually
► Other characters still available
► Not linked to any third party (steam/xbox/epic)",1001814582,d7ff3fbe-8598-4665-8bcd-45525b1f25c5,,https://www.g2g.com/offers/G1774931944356BY/edit
live,G1774931941296HU,"Shadow, Level 65+, full passives, 2 lab, guarantee, hotmail",lgc_game_19398,f6a1aba5-473a-4044-836a-8968bbab16d7,USD,11,10,110,true,1774931941319,1778358936098,2026-03-31T04:39:01.319Z,2026-05-09T20:35:36.098Z,42,"► No build and items
► All acts completed, all quests for passive points closed, 2 lab
► Leveled up manually
► Other characters still available
► Not linked to any third party (steam/xbox/epic)",1001814582,d7ff3fbe-8598-4665-8bcd-45525b1f25c5,,https://www.g2g.com/offers/G1774931941296HU/edit
live,G1774931939044FG,"Templar, Level 65+, full passives, 2 lab, guarantee, hotmail",lgc_game_19398,f6a1aba5-473a-4044-836a-8968bbab16d7,USD,11,10,110,true,1774931939077,1778358936098,2026-03-31T04:38:59.077Z,2026-05-09T20:35:36.098Z,42,"► No build and items
► All acts completed, all quests for passive points closed, 2 lab
► Leveled up manually
► Other characters still available
► Not linked to any third party (steam/xbox/epic)",1001814582,d7ff3fbe-8598-4665-8bcd-45525b1f25c5,,https://www.g2g.com/offers/G1774931939044FG/edit
live,G1774931927922YC,"Scion, Level 65+, full passives, 2 lab, guarantee, hotmail",lgc_game_19398,f6a1aba5-473a-4044-836a-8968bbab16d7,USD,11,10,110,true,1774931927941,1778358936098,2026-03-31T04:38:47.941Z,2026-05-09T20:35:36.098Z,42,"► No build and items
► All acts completed, all quests for passive points closed, 2 lab
► Leveled up manually
► Other characters still available
► Not linked to any third party (steam/xbox/epic)",1001814582,d7ff3fbe-8598-4665-8bcd-45525b1f25c5,,https://www.g2g.com/offers/G1774931927922YC/edit
live,G1774931920097GU,"Marauder, Level 65+, full passives, 2 lab, guarantee, hotmail",lgc_game_19398,f6a1aba5-473a-4044-836a-8968bbab16d7,USD,11,10,110,true,1774931920119,1778358936098,2026-03-31T04:38:40.119Z,2026-05-09T20:35:36.098Z,42,"► No build and items
► All acts completed, all quests for passive points closed, 2 lab
► Leveled up manually
► Other characters still available
► Not linked to any third party (steam/xbox/epic)",1001814582,d7ff3fbe-8598-4665-8bcd-45525b1f25c5,,https://www.g2g.com/offers/G1774931920097GU/edit
live,G1772886850041EA,[STEAM] The Riftbreaker | 0H Played,lgc_game_38551,f6a1aba5-473a-4044-836a-8968bbab16d7,USD,12.5,100,1250,true,1772886850059,1778358936098,2026-03-07T12:34:10.059Z,2026-05-09T20:35:36.098Z,66,"By purchasing this product, you will receive:
- A Steam account with the game
- No bans, 0 hours in-game
- Original email
- Can be changed: [Email | Phone number | Password]
- This is not a shared account; it is sold to one person only!",1001814582,f07582af-95ed-4ba9-8f7a-eb4b4c7b89a7,,https://www.g2g.com/offers/G1772886850041EA/edit
live,G1772853571192AY,[STEAM] Slay the Spire 2 | 0H Played,lgc_game_36144,f6a1aba5-473a-4044-836a-8968bbab16d7,USD,12.2,100,1220,true,1772853571230,1778358936098,2026-03-07T03:19:31.230Z,2026-05-09T20:35:36.098Z,67,"By purchasing this product, you will receive:
- A Steam account with the game
- No bans, 0 hours in-game
- Original email
- Can be changed: [Email | Phone number | Password]
- This is not a shared account; it is sold to one person only!",1001814582,ed9ff159-8eec-40db-bc22-30f49b02c4ac,,https://www.g2g.com/offers/G1772853571192AY/edit
live,G1772853482312LW,[STEAM] Marathon | 0H Played,lgc_game_37004,f6a1aba5-473a-4044-836a-8968bbab16d7,USD,26,100,2600,true,1772853482350,1778358936098,2026-03-07T03:18:02.350Z,2026-05-09T20:35:36.098Z,67,"By purchasing this product, you will receive:
- A Steam account with the game
- No bans, 0 hours in-game
- Original email
- Can be changed: [Email | Phone number | Password]
- This is not a shared account; it is sold to one person only!",1001814582,3bb860e3-04a1-4355-9b60-187ea0cb04f6,,https://www.g2g.com/offers/G1772853482312LW/edit
live,G1772290139100GQ,[STEAM] The Crew Motorfest | 0H Played,lgc_game_32680,f6a1aba5-473a-4044-836a-8968bbab16d7,USD,38,100,3800,true,1772290139107,1778358936098,2026-02-28T14:48:59.107Z,2026-05-09T20:35:36.098Z,73,"By purchasing this product, you will receive:
- A Steam account with the game
- No bans, 0 hours in-game
- Original email
- Can be changed: [Email | Phone number | Password]
- This is not a shared account; it is sold to one person only!",1001814582,c588b6ec-1502-41f8-a4bd-ecd4a196caf6,,https://www.g2g.com/offers/G1772290139100GQ/edit
live,G1772200989880YK,[STEAM] Core Keeper | 0H Played,lgc_game_31107,f6a1aba5-473a-4044-836a-8968bbab16d7,USD,6,100,600,true,1772200989904,1778358936098,2026-02-27T14:03:09.904Z,2026-05-09T20:35:36.098Z,74,"By purchasing this product, you will receive:
- A Steam account with the game
- No bans, 0 hours in-game
- Original email
- Can be changed: [Email | Phone number | Password]
- This is not a shared account; it is sold to one person only!",1001814582,e8ea2486-1a56-403d-8ff4-fb9309cee2ed,,https://www.g2g.com/offers/G1772200989880YK/edit
live,G1772200873722SV,[STEAM] Resident Evil Requiem | 0H Played,lgc_game_39252,f6a1aba5-473a-4044-836a-8968bbab16d7,USD,46,100,4600,true,1772200873756,1778358936098,2026-02-27T14:01:13.756Z,2026-05-09T20:35:36.098Z,74,"By purchasing this product, you will receive:
- A Steam account with the game
- No bans, 0 hours in-game
- Original email
- Can be changed: [Email | Phone number | Password]
- This is not a shared account; it is sold to one person only!",1001814582,d8d44048-1f67-49c9-a2d0-51a4c309d114,,https://www.g2g.com/offers/G1772200873722SV/edit
live,G1772062678871EG,[STEAM] Fields of Mistria | 0H Played,lgc_game_35601,f6a1aba5-473a-4044-836a-8968bbab16d7,USD,7.2,100,720,true,1772062678908,1778358936098,2026-02-25T23:37:58.908Z,2026-05-09T20:35:36.098Z,76,"By purchasing this product, you will receive:
- A Steam account with the game
- No bans, 0 hours in-game
- Original email
- Can be changed: [Email | Phone number | Password]
- This is not a shared account; it is sold to one person only!",1001814582,55604350-1d70-4a05-8291-c5d32dab869a,,https://www.g2g.com/offers/G1772062678871EG/edit
live,G1772061605470UB,"[STEAM] ULTRAKILL | 0H Played | Daily Deal, ends 2 March 2026",lgc_game_34575,f6a1aba5-473a-4044-836a-8968bbab16d7,USD,5.5,100,550,true,1772061605489,1778358936098,2026-02-25T23:20:05.489Z,2026-05-09T20:35:36.098Z,76,"By purchasing this product, you will receive:
- A Steam account with the game
- No bans, 0 hours in-game
- Original email
- Can be changed: [Email | Phone number | Password]
- This is not a shared account; it is sold to one person only!",1001814582,fdf6700f-6615-4ee5-adcc-5fb58cfb8636,,https://www.g2g.com/offers/G1772061605470UB/edit
live,G1771771207954HU,[STEAM] WWE 2K26 | 0H Played,lgc_game_40067,f6a1aba5-473a-4044-836a-8968bbab16d7,USD,48.89,100,4889,true,1771771207977,1778358936098,2026-02-22T14:40:07.977Z,2026-05-09T20:35:36.098Z,79,"By purchasing this product, you will receive:
- A Steam account with the game
- No bans, 0 hours in-game
- Original email
- Can be changed: [Email | Phone number | Password]
- This is not a shared account; it is sold to one person only!",1001814582,dec9fb4a-e6e5-400d-8a34-1a25ca350f46,,https://www.g2g.com/offers/G1771771207954HU/edit
